repo,issue_link,issue_id,post,question,answer
saltstack/salt,https://github.com/saltstack/salt/issues/46940,saltstack_salt_issues_46940,"Verbosity flag for djangomod's collectstatic

### Description of Issue/Question I'd like to add a verbosity option so in my state result collectstatic doesn't print out so much information unless it failed. ### Setup  I'm willing to put together a PR which lets you add `--verbosity 0` as specified in this django doc: https://docs.djangoproject.com/en/1.7/ref/contrib/staticfiles/ I linked to the old version of django (1.7) to show how this has been around and should be supported for many versions of django. Although it doesn't say on that page you can use `verbosity` with `./manage.py collectstatic`, I have tested it and it works.",Do those options fulfill your use case?,While it would solve the problem it would hide all the other output. If I could make just a single state terse that would solve my problem. In the documentation does exclude work like that? I can’t tell if it excludes the whole state or not.
saltstack/salt,https://github.com/saltstack/salt/issues/46199,saltstack_salt_issues_46199,"iptables module: Append/Insert doesn't save

### Description of Issue/Question When running the IPTables state module, despite putting ""save: True"" in, after rebooting, the IPTables settings do not stay when running ""iptables -L"". ### Setup ip_drop_input: iptables.set_policy: - chain: INPUT - policy: DROP - save: True ip_drop_output: iptables.set_policy: - chain: OUTPUT - policy: DROP - save: True ip_drop_forward: iptables.set_policy: - chain: FORWARD - policy: DROP - save: True ip_acc_lo_input: iptables.append: - chain: INPUT - jump: ACCEPT - in-interface: lo - save: True ip_acc_lo_output: iptables.append: - chain: OUTPUT - jump: ACCEPT - out-interface: lo - save: True ip_drop_lo_input: iptables.append: - chain: INPUT - jump: DROP - source: ""127.0.0.0/8"" - save: True ip_acc_tcp_output: iptables.append: - chain: OUTPUT - jump: ACCEPT - proto: tcp - match: state - connstate: NEW,ESTABLISHED - save: True ip_acc_udp_output: iptables.append: - chain: OUTPUT - jump: ACCEPT - proto: udp - match: state - connstate: NEW,ESTABLISHED - save: True ip_acc_icmp_output: iptables.append: - chain: OUTPUT - jump: ACCEPT - proto: icmp - match: state - connstate: NEW,ESTABLISHED - save: True ip_acc_tcp_input: iptables.append: - chain: INPUT - jump: ACCEPT - proto: tcp - match: state - connstate: ESTABLISHED - save: True ip_acc_udp_input: iptables.append: - chain: INPUT - jump: ACCEPT - proto: udp - match: state - connstate: ESTABLISHED - save: True ip_acc_icmp_input: iptables.append: - chain: INPUT - jump: ACCEPT - proto: icmp - match: state - connstate: ESTABLISHED - save: True ### Steps to Reproduce Issue Run SLS. Reboot the minion. Run ""iptables -L"". ### Versions Report Salt Version: Salt: 2017.7.3 Dependency Versions: cffi: 1.5.2 cherrypy: Not Installed dateutil: 2.4.2 docker-py: Not Installed gitdb: 0.6.4 gitpython: 1.0.1 ioflo: Not Installed Jinja2: 2.8 libgit2: 0.26.0 libnacl: Not Installed M2Crypto: Not Installed Mako: 1.0.3 msgpack-pure: Not Installed msgpack-python: 0.4.6 mysql-python: Not Installed pycparser: 2.14 pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: 0.26.3 Python: 2.7.12 (default, Dec 4 2017, 14:50:18) python-gnupg: 2.2.0 PyYAML: 3.11 PyZMQ: 15.2.0 RAET: Not Installed smmap: 0.9.0 timelib: Not Installed Tornado: 4.2.1 ZMQ: 4.1.4 System Versions: dist: Ubuntu 16.04 xenial locale: UTF-8 machine: x86_64 release: 4.4.0-109-generic system: Linux version: Ubuntu 16.04 xenial",Do you have the `iptables-persistent` package installed? This is required for Ubuntu to load saved iptables rules. Daniel,"No I didn't; looks like that helped. Is this something that could be included within the documentation, in case someone else comes across this as being an issue?"
saltstack/salt,https://github.com/saltstack/salt/issues/46388,saltstack_salt_issues_46388,"IPv4 & v6 network configuration on Debian

### Description of Issue/Question Unable to create working network configuration for DHCP IPv4 and static IPv6. Instruction ""iface eth0 inet dhcp"" is missing for IPv4. ### Setup **Simple setup for DHCP IPv4.** SLS: ",Does the state look proper for the use case?,Any news?
saltstack/salt,https://github.com/saltstack/salt/issues/46923,saltstack_salt_issues_46923,"SaltReqTimeoutError until master key is removed from minion

### Description of Issue/Question Minion is unable to start (outputting SaltReqTimeoutError). If a master key is removed it is pulled and minion starts normally. Successive starts end in an error again. ### Setup Minion - Arch Linux 32bit Master - Arch Linux 64bit ### Steps to Reproduce Issue ",did this start occuring after a certain event? possibly an upgrade? does the error still come back after removing the minion_master.pub?,"not sure when it started. this is only a sandbox environment so it could be there from the start. after removing the minion_master.pub the file is pulled again from master so the pattern is like: remove file, start minion - file is recreated, minion is working. then stop minion, start it again and bam.."
saltstack/salt,https://github.com/saltstack/salt/issues/46535,saltstack_salt_issues_46535,"parallel:True not work on salt.states.archive 

### Description of Issue/Question in my states,minion need get some tar/zip files from a http file server; i use salt.states.archive to extracted them like belows:  remove 'parallel':True will work well,but a little slower one by one; ### Versions Report Salt Version: Salt: 2017.7.2 Dependency Versions: cffi: Not Installed cherrypy: unknown dateutil: Not Installed docker-py: Not Installed gitdb: Not Installed gitpython: Not Installed ioflo: Not Installed Jinja2: 2.8.1 libgit2: Not Installed libnacl: Not Installed M2Crypto: Not Installed Mako: Not Installed msgpack-pure: Not Installed msgpack-python: 0.4.6 mysql-python: Not Installed pycparser: Not Installed pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.13 (default, Jul 12 2017, 17:32:34) python-gnupg: Not Installed PyYAML: 3.11 PyZMQ: 14.5.0 RAET: Not Installed smmap: Not Installed timelib: Not Installed Tornado: 4.2.1 ZMQ: 4.0.5 System Versions: dist: redhat 6.9 Santiago locale: UTF-8 machine: x86_64 release: 2.6.32-696.6.3.el6.x86_64 system: Linux version: Red Hat Enterprise Linux Server 6.9 Santiago",Can you try 7.4?,sorry to blocked the issue; the problem is occered on on minion(rhel5.11)with version 2016.11.3; any new version plan for rhel/centos 5?
saltstack/salt,https://github.com/saltstack/salt/issues/47222,saltstack_salt_issues_47222,"import fuction in py renderer

### Description of Issue/Question In my sls files(py renderer) there are some same actions,i want share function between sls files like what **import** do in python script(code reuse). when use **import** i get the load path problem as the following issue: https://github.com/saltstack/salt/issues/45521 any advice？",Can you provide an example of your SLS file with the import?,"a.sls  any method to define fuction sharef() once,and a.sls/b.sls can use fuction like **import** in python"
saltstack/salt,https://github.com/saltstack/salt/issues/46443,saltstack_salt_issues_46443,"'pip.installed' is not available while using Salt-SSH on Ubuntu 14.04

### Description of Issue/Question We have upgraded our Salt server from 2017.7.2 to 2017.7.4 recently and this upgrade causes the following issue while using `salt-ssh`: ### Setup (original) base/pip/init.sls: ","Did you try adding `reload_modules` to the initial pkg.installed of python-pip? Thanks, Daniel",@gtmanfred I tried this: 
saltstack/salt,https://github.com/saltstack/salt/issues/46457,saltstack_salt_issues_46457,"Run salt-call pkg.upgrade fromrepo=base failed

### Description of Issue/Question run salt-call pkg.upgrade fromrepo=base failed In file yumpkg.py:1528, arguments are passed expanded:  ### Setup Just start salt-master and salt-minion ### Steps to Reproduce Issue salt-call pkg.upgrade fromrepo=base ### Versions Report Salt Version: Salt: 2016.11.9",Whats the error your seeing?,"Thanks @ixs for reproducing, but I'm directly pointing out where this issue come from in code level, so how to fix this is straightforward. one solution is simply replace `repo_arg = _get_repo_options(**kwargs)` with `repo_arg = _get_repo_options(kwargs)`"
saltstack/salt,https://github.com/saltstack/salt/issues/46560,saltstack_salt_issues_46560,"State.Sls File throwing an Ambiguous Error

### Description of Issue/Question I am trying to run an AWS command making use of ""cmd.run"" feature. The values are getting populated as expected. The query created after all the values get populated also works fine on command line but getting errors when the same query is not being able to run via cmd.run ### Setup Following is the lambda.sls file that I am using  ### Steps to Reproduce Issue Simply create the above SLS file and run state-call state.sls lambda.sls ### Versions Report (Provided by running `salt --versions-report`. Please also mention any differences in master/minion versions.) Salt: 2016.11.9",Can you provide any errors or output you receive when you attempt to run the state file above?,"@garethgreenaway : ERROR: mapping values not allowed in the state. The issue seems to be with the **--environment '{""Variables"":{""name"": ""test"", ""surname"": ""user""}}'** as removing them from the command makes it run just fine."
saltstack/salt,https://github.com/saltstack/salt/issues/46662,saltstack_salt_issues_46662,"states/boto3_route53.rr_present won't make A records 

### Description of Issue/Question Unable to add an A record via boto3 on Windows and Debian host, throwing an exception. ### Setup SLS file addarecord: boto_route53.rr_present: - ResourceRecords: - {{ grains['ipv4'] }} - DomainName: 'domain.dr.' - Name: '{{ grains['id'] }}' - Type: 'A' - TTL: 300 - region: 'eu-west-1' Fails with: root@saltmaster:~# salt 'server.domain.dr' state.sls aws.route53_addarecord -l debug [DEBUG ] Reading configuration from /etc/salt/master [DEBUG ] Including configuration from '/etc/salt/master.d/acl.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/acl.conf [DEBUG ] Including configuration from '/etc/salt/master.d/admins.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/admins.conf [DEBUG ] Including configuration from '/etc/salt/master.d/cherrpy.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/cherrpy.conf [DEBUG ] Including configuration from '/etc/salt/master.d/mastersettings.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/mastersettings.conf [DEBUG ] Including configuration from '/etc/salt/master.d/nodegroups.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/nodegroups.conf [DEBUG ] Using cached minion ID from /etc/salt/minion_id: saltmaster.domain.svc [DEBUG ] Missing configuration file: /root/.saltrc [DEBUG ] Configuration file path: /etc/salt/master [WARNING ] Insecure logging configuration detected! Sensitive data may be logged. [DEBUG ] Reading configuration from /etc/salt/master [DEBUG ] Including configuration from '/etc/salt/master.d/acl.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/acl.conf [DEBUG ] Including configuration from '/etc/salt/master.d/admins.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/admins.conf [DEBUG ] Including configuration from '/etc/salt/master.d/cherrpy.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/cherrpy.conf [DEBUG ] Including configuration from '/etc/salt/master.d/mastersettings.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/mastersettings.conf [DEBUG ] Including configuration from '/etc/salt/master.d/nodegroups.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/nodegroups.conf [DEBUG ] Using cached minion ID from /etc/salt/minion_id: saltmaster.domain.svc [DEBUG ] Missing configuration file: /root/.saltrc [DEBUG ] MasterEvent PUB socket URI: /var/run/salt/master/master_event_pub.ipc [DEBUG ] MasterEvent PULL socket URI: /var/run/salt/master/master_event_pull.ipc [DEBUG ] Initializing new AsyncZeroMQReqChannel for ('/etc/salt/pki/master', 'saltmaster.domain.svc_master', 'tcp://127.0.0.1:4506', 'clear') [DEBUG ] Initializing new IPCClient for path: /var/run/salt/master/master_event_pub.ipc [DEBUG ] LazyLoaded local_cache.get_load [DEBUG ] Reading minion list from /var/cache/salt/master/jobs/16/5073307456709330a82f31d93eaf3d4d9f7ed87276d22ef7af4210170e1e4c/.minions.p [DEBUG ] get_iter_returns for jid 20180320162422455331 sent to set(['server.domain.dr']) will timeout at 16:24:27.462980 [DEBUG ] jid 20180320162422455331 return from server.domain.dr [DEBUG ] return event: {'server.domain.dr': {'jid': '20180320162422455331', 'retcode': 2, 'ret': {'boto_route53_|-addarecord_|-addarecord_|-rr_present': {'comment': ""State 'boto_route53.rr_present' was not found in SLS 'aws.route53_addarecord'\nReason: 'boto_route53' __virtual__ returned False\n"", '__run_num__': 0, 'changes': {}, 'result': False, 'name': 'addarecord'}}, 'out': 'highstate'}} [DEBUG ] LazyLoaded highstate.output server.domain.dr: ---------- ID: addarecord Function: boto_route53.rr_present Result: False Comment: State 'boto_route53.rr_present' was not found in SLS 'aws.route53_addarecord' Reason: 'boto_route53' __virtual__ returned False Changes: Summary for server.domain.dr ------------ Succeeded: 0 Failed: 1 ------------ Total states run: 1 Total run time: 0.000 ms [DEBUG ] jid 20180320162422455331 found all minions set(['server.domain.dr']) ERROR: Minions returned with non-zero exit code ### Steps to Reproduce Issue (Include debug logs if possible and relevant.) ### Versions Report  Minion salt-call --versions-report Salt Version: Salt: 2017.7.4 Dependency Versions: cffi: 1.10.0 cherrypy: unknown dateutil: 2.6.0 docker-py: Not Installed gitdb: 2.0.3 gitpython: 2.1.3 ioflo: Not Installed Jinja2: 2.9.6 libgit2: Not Installed libnacl: 1.6.1 M2Crypto: Not Installed Mako: 1.0.6 msgpack-pure: Not Installed msgpack-python: 0.4.8 mysql-python: Not Installed pycparser: 2.17 pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.13 (v2.7.13:a06454b1afa1, Dec 17 2016, 20:53:40) [MSC v.1500 64 bit (AMD64)] python-gnupg: 0.4.0 PyYAML: 3.12 PyZMQ: 16.0.2 RAET: Not Installed smmap: 2.0.3 timelib: 0.2.4 Tornado: 4.5.1 ZMQ: 4.1.6 System Versions: dist: locale: cp1252 machine: AMD64 release: 2012ServerR2 system: Windows version: 2012ServerR2 6.3.9600 Multiprocessor Free",Can you check that either python-boto or python-botocore are installed? It should be at least version 1.2.6 for python-boto and 1.3.23 for python-botocore.,"Thanks Gareth. These are the installed modules on the minion, including the boto3 modules C:\Users\Administrator>C:\salt\bin\python.exe -m pip freeze appdirs==1.4.3 asn1crypto==0.24.0 backports-abc==0.5 backports.ssl-match-hostname==3.5.0.1 boto3==1.5.20 botocore==1.8.50 certifi==2018.1.18 cffi==1.10.0 cheroot==6.0.0 CherryPy==10.2.1 cryptography==1.8.1 docutils==0.14 enum34==1.1.6 futures==3.1.1 gitdb==0.6.4 gitdb2==2.0.3 GitPython==2.1.3 idna==2.5 ioloop==0.1a0 ipaddress==1.0.18 Jinja2==2.9.6 jmespath==0.9.3 libnacl==1.6.1 lxml==3.7.3 Mako==1.0.6 MarkupSafe==1.0 more-itertools==4.1.0 msgpack-python==0.4.8 packaging==17.1 portend==2.2 psutil==5.2.2 pyasn1==0.2.3 pycparser==2.17 pycrypto==2.6.1 pycurl==7.43.0 PyMySQL==0.7.11 pyOpenSSL==17.0.0 pyparsing==2.2.0 pypiwin32==223 python-dateutil==2.6.0 python-gnupg==0.4.0 pytz==2018.3 pywin32==223 PyYAML==3.12 pyzmq==16.0.2 requests==2.13.0 s3transfer==0.1.13 salt==2017.7.4 singledispatch==3.4.0.3 six==1.10.0 smmap==0.9.0 smmap2==2.0.3 tempora==1.10 timelib==0.2.4 tornado==4.5.1 WMI==1.4.9 C:\Users\Administrator> Anything else just let me know. Bren"
saltstack/salt,https://github.com/saltstack/salt/issues/46730,saltstack_salt_issues_46730,"salt.returners.highstate_return errors out

### salt.returners.highstate_return errors out I'm trying to get the salt.returners.highstate_return to send me emails with run output, I've set thing up correctly afaik but I'm getting the following error when I run `salt 'lamb*' state.highstate --return highstate` on my master as per [the example in here](https://docs.saltstack.com/en/latest/ref/returners/all/salt.returners.highstate_return.html) ","Can you provide me with a simplified state run that can replicate this? Because I am unable to replicate this with just a simple test.succeed_without_changes state. Thanks, Daniel",I've made a gist with my master and minion configs [here](https://gist.github.com/soostdijck/74d295b6c96330054f5762b2118e6c74) From the master I simply run `salt 'minion1*' state.highstate --return highstate` It looks like the actual top.sls doesn't matter because it immediately gave me the errors as per below: 
saltstack/salt,https://github.com/saltstack/salt/issues/46738,saltstack_salt_issues_46738,"Upgrade from 2014 to 2017 windows, unable to fine pacakge

### Description of Issue/Question SInce upgrading to 2017.7.4 on Windows, any application that i install returns the ""Unable to locate Package XXX"" (Please provide relevant configs and/or SLS files (Be sure to remove sensitive info).)  I an running all command as Administrator Thanks",Did you take into account the changes in the Windows package manager since 2014? [https://docs.saltstack.com/en/latest/topics/windows/windows-package-manager.html#winrepo-changes](https://docs.saltstack.com/en/latest/topics/windows/windows-package-manager.html#winrepo-changes),"Hi, I figure it out, winrepo_cachefile has to be the full path, not just the location of the file Thanks adam On Wed, Mar 28, 2018 at 11:47 PM, Dafydd Jones <notifications@github.com> wrote: -- Adam Barnett"
saltstack/salt,https://github.com/saltstack/salt/issues/51075,saltstack_salt_issues_51075,"Using file_client: remote and local files  at the same time 

### Description of Issue/Question Hi I moving from a masterless setup to using a master I am going to set  Thanks",can you clarify the entire salt-call command you are running to help replicate?,i run for example 
saltstack/salt,https://github.com/saltstack/salt/issues/46926,saltstack_salt_issues_46926," Failed to load ext_pillar stack: no filter named 'unique' in 2018.3

### Description of Issue/Question After upgrading to 2018.7 Saltstack doesn't know the Jinja filter 'unique' in the ext_pillar stack. This worked ok before upgrading from 2017.7 and after downgrading back to 2017.7.  ### Setup snippet from external pillar stack *.yml file: {% for app in a_dict | unique %} {% endfor %}",can you please share how you have your external pillar setup?,the master.conf contains: 
saltstack/salt,https://github.com/saltstack/salt/issues/47896,saltstack_salt_issues_47896,"issue in acl using array

i want to use salt acl using publisher acl salt ""node"" pkg.install pkgs='[""pkg1"", ""pkg2""]' /etc/salt/master publisher_acl: user1: - test.ping - pkg.clean_metadata - node: - pkg.install: args: - 'pkg2' - 'pkg1' user@node: /opt/salt-scripts/ci-cp$ salt ""node"" pkg.install pkgs='[""pkg1"", ""pkg2""]' getting new repodata node: True Updating pkg1 & pkg2 Failed to authenticate! This is most likely because this user is not permitted to execute commands, but there is a small possibility that a disk error occurred (check disk/inode usage).",what version of salt are you using?,salt 2016.11.9 (Carbon)
saltstack/salt,https://github.com/saltstack/salt/issues/50651,saltstack_salt_issues_50651,"Some states need concurrent when running salt-minion as a non-root user - includes possible solution

### Description of Issue/Question When salt-minion is configured to run as a non-root user with sudo privileges, some states require concurrent to be set to True, as the minion starts another process to actually execute the state. When using a sudo setup, some states are executed by issuing a sudo command to salt-call, which then detects that another state is already running. This result is then propagated up the chain, and the result of the state is that another state is already running. Unfortunate, as the actual work should have been performed by the child process. The workaround/solution to this issue is to force concurrent to True for the states that behaves in this manner. So far, the states state.apply, state.sls, state.highstate has been identified and a workaround has been implemented in executors/sudo.py (https://github.com/saltstack/salt/pull/42021). I have run into a few other states that need the fix as well, and are unsure whether this is now a conclusive list of all states needing concurrent to run in a sudo setup: state.show_highstate state.show_sls ### Setup and steps to Reproduce Issue Setup and reproduction of errors has been fully described in https://github.com/saltstack/salt/issues/25842 ### Versions Report  Of note, the psutil is overridden by psutil_compat, so it is my guess that it should work on most systems. I'm unsure as to whether this module is executed on other than Unix/Linux like platforms and if it would work on those.",Would you be able to submit this as a PR along with some integration or unit tests? Thanks!,"Honestly, I've never tried doing that (creating a pull request and making integration/unit tests). Check me on this, to see if i've got it right: 1. Create fork of the development tree (or 2018.3?) on github. 2. Make changes in the fork. 3. Make a pull request from the fork to the source repository Second item is the easiest part - for me, right now."
saltstack/salt,https://github.com/saltstack/salt/issues/46889,saltstack_salt_issues_46889,"Error 'netacl.load_filter_config' is not available.

### Description of Issue/Question 'netacl.load_filter_config' is not available when trying to configure acl on cisco nexus devices salt testdevice-nxos netacl.load_term_config my-filter term_name=my-term pillar_key=netacl test=True debug=True ### Setup (Please provide relevant configs and/or SLS files (Be sure to remove sensitive info).) Pillar file looks like: testdevice-nxos: ---------- my-filter: ---------- my-term: ---------- action: accept destination_address: any source_address: 1.1.1.1 ### Steps to Reproduce Issue (Include debug logs if possible and relevant.) [DEBUG ] Reading configuration from /etc/salt/master [DEBUG ] Including configuration from '/etc/salt/master.d/peer_run.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/peer_run.conf [DEBUG ] Including configuration from '/etc/salt/master.d/vault.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/vault.conf [DEBUG ] Using cached minion ID from /etc/salt/minion_id: sc-net-salt-master-dev-01.nvidia.com [DEBUG ] Missing configuration file: /root/.saltrc [DEBUG ] Configuration file path: /etc/salt/master [DEBUG ] Reading configuration from /etc/salt/master [DEBUG ] Including configuration from '/etc/salt/master.d/peer_run.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/peer_run.conf [DEBUG ] Including configuration from '/etc/salt/master.d/vault.conf' [DEBUG ] Reading configuration from /etc/salt/master.d/vault.conf [DEBUG ] Using cached minion ID from /etc/salt/minion_id: sc-net-salt-master-dev-01.nvidia.com [DEBUG ] Missing configuration file: /root/.saltrc [DEBUG ] MasterEvent PUB socket URI: /var/run/salt/master/master_event_pub.ipc [DEBUG ] MasterEvent PULL socket URI: /var/run/salt/master/master_event_pull.ipc [DEBUG ] Initializing new AsyncZeroMQReqChannel for ('/etc/salt/pki/master', 'sc-net-salt-master-dev-01.nvidia.com_master', 'tcp://127.0.0.1:4506', 'clear') [DEBUG ] Initializing new IPCClient for path: /var/run/salt/master/master_event_pub.ipc [DEBUG ] LazyLoaded local_cache.get_load [DEBUG ] Reading minion list from /var/cache/salt/master/jobs/ad/8d10ea35490aaa71ee94815ab6b09d954c84ecab5370a416c39d728aeedf86/.minions.p [DEBUG ] get_iter_returns for jid 20180405102217598360 sent to set(['testdevice-nxos']) will timeout at 10:22:22.605593 [DEBUG ] jid 20180405102217598360 return from testdevice-nxos [DEBUG ] return event: {'testdevice-nxos': {'jid': '20180405102217598360', 'retcode': 254, 'ret': ""'netacl.load_term_config' is not available."", 'out': 'nested'}} [DEBUG ] LazyLoaded nested.output testdevice-nxos: 'netacl.load_term_config' is not available. [DEBUG ] jid 20180405102217598360 found all minions set(['testdevice-nxos']) ERROR: Minions returned with non-zero exit code ### Versions Report (Provided by running `salt --versions-report`. Please also mention any differences in master/minion versions.) Salt Version: Salt: 2017.7.3 Dependency Versions: cffi: 1.11.4 cherrypy: 3.5.0 dateutil: 2.4.2 docker-py: Not Installed gitdb: 0.6.4 gitpython: 1.0.1 ioflo: Not Installed Jinja2: 2.8 libgit2: Not Installed libnacl: Not Installed M2Crypto: Not Installed Mako: 1.0.3 msgpack-pure: Not Installed msgpack-python: 0.4.6 mysql-python: Not Installed pycparser: 2.18 pycrypto: 2.6.1 pycryptodome: Not Installed pygit2: Not Installed Python: 2.7.12 (default, Dec 4 2017, 14:50:18) python-gnupg: Not Installed PyYAML: 3.11 PyZMQ: 15.2.0 RAET: Not Installed smmap: 0.9.0 timelib: Not Installed Tornado: 4.2.1 ZMQ: 4.1.4 System Versions: dist: Ubuntu 16.04 xenial locale: UTF-8 machine: x86_64 release: 4.4.0-87-generic system: Linux version: Ubuntu 16.04 xenial",Do you have those installed on the machine you're attempting to have the state module run?,"Thanks @garethgreenaway . I got that installed and when intiating the acl push i get a new error , may be im missing something. Can you help with that salt testdevice-ios netacl.load_term_config my-filter term_name=my-term pillar_key=netacl test=True debug=True testdevice-ios: The minion function caused an exception: Traceback (most recent call last): File ""/usr/lib/python2.7/dist-packages/salt/minion.py"", line 1493, in _thread_return return_data = executor.execute() File ""/usr/lib/python2.7/dist-packages/salt/executors/direct_call.py"", line 28, in execute return self.func(*self.args, **self.kwargs) File ""/usr/lib/python2.7/dist-packages/salt/utils/napalm.py"", line 430, in func_wrapper return func(*args, **kwargs) File ""/usr/lib/python2.7/dist-packages/salt/modules/napalm_acl.py"", line 445, in load_term_config **term_fields) File ""/usr/lib/python2.7/dist-packages/salt/modules/capirca_acl.py"", line 867, in get_term_config revision_date_format=revision_date_format) File ""/usr/lib/python2.7/dist-packages/salt/modules/capirca_acl.py"", line 1013, in get_filter_config revision_date_format=revision_date_format) File ""/usr/lib/python2.7/dist-packages/salt/modules/capirca_acl.py"", line 1178, in get_policy_config merge_pillar=merge_pillar) File ""/usr/lib/python2.7/dist-packages/salt/modules/capirca_acl.py"", line 537, in _get_policy_object **term_fields) File ""/usr/lib/python2.7/dist-packages/salt/modules/capirca_acl.py"", line 492, in _get_term_object log.debug(str(term)) File ""/root/src/aclgen/lib/policy.py"", line 731, in __str__ AttributeError: '_Term' object has no attribute 'priority'"
saltstack/salt,https://github.com/saltstack/salt/issues/47792,saltstack_salt_issues_47792,"Dynamic proxy minion connections & Key Accepting

Hi, My requirement is to connect to set of network devices from a list and perform certain activities , since i am new to saltstack , is there any way to accept key and start the proxy minion processes at runtime. Thanks in advance",Can you clarify more of your use case i'm a bit confused as to what you are attempting to do?,"Hi @Ch3LL , My requirement is to do certain ACL activities on the network devices , a file will hold the entries of devices. now my query is how can i performing key accepting and starting proxy minion process for all the list of devices @ runtime."
saltstack/salt,https://github.com/saltstack/salt/issues/48335,saltstack_salt_issues_48335,"cmd.script and creates as dependancy

Hi, When declaring a cmd.run or cmd.script that ""creates"" a file, this file cannot be use as a dependency. I come from Puppet and this seems to be unnatural, is this the expected behavior ? Best regards","can you elaborate on what you mean by ""cannot be used as a dependency""? Not quit sure what you are trying to do","If I do this  When I use a require I can do `require: myapp_openssl`, but the resource have created ""/opt/openssl_{{ myapp.pkg.openssl.version }}/bin/openssl"", so the first time I wrote : `require: ""/opt/openssl_{{ myapp.pkg.openssl.version }}/bin/openssl""` but this resource does not exist. Best regards,"
saltstack/salt,https://github.com/saltstack/salt/issues/48603,saltstack_salt_issues_48603,"Help : Custom SDB module and GITFS

Hi, I've wrote a custom SDB module to interact with PHPIPAM. I've put it in a folder ""_sdb"" at the root path of my top-formula that is in a GITFS. When running `salt '*' saltutil.sync_sdb` the SDB module is sync and present on the filesystem `/var/cache/salt/master/gitfs/refs/base/_sdb/rest_auth.py` But when running `salt-run sdb.get ""sdb://phpipam-api/post-free-ip?subnet_id=111""` the module does not seem to be found  I've tried to rename my module filename to rest-auth.py but no changes, also the old filename doesn't seem to be purged via the commands `fileserver.update` and `saltutil.sync_sdb` I've also tried the example from the book ""Extending Saltstack"" but I've the same error. Also, when I copy my `rest_auth.py` in `/usr/lib/python2.7/site-packages/salt/sdb` all is working fine Am I missing a configuration on my master like ext_pillar or something like that ? Best regards,",Can you provide the code for your custom SDB module?,Here is the code 
saltstack/salt,https://github.com/saltstack/salt/issues/49554,saltstack_salt_issues_49554,"git.latest with SHA1 rev ""No revision matching 'rev' exists in the remote repository""

### Description of Issue/Question I'm unable to have a working checkout on a SHA1 with git.latest, I always have ""No revision matching 'rev' exists in the remote repository"". Perhaps I'm doing something bad. ### Setup * Formula ",Does it work if you don't specify a revision and just have it use the head of the branch?,"I have to put ""dev"" in branch and rev to checkout and update the dev branch."
saltstack/salt,https://github.com/saltstack/salt/issues/49590,saltstack_salt_issues_49590,"saltclass over git ?

### Description of Issue/Question ### Setup Hi, Except the release note of 2018.03 I'm unable to find a documentation about saltclass, is it production ready ? This module have the same approach of what I used previously with Hiera on Puppet and seems to resolved all my issue with Pillar default/override configuration Also, actually I have  So is it possible to have saltclass over git ? Best regards,",Does the above not accomplish what you're trying to accomplish? @saltstack/team-core Anyone have any thoughts on this one?,Have I to add a level like this ? 
saltstack/salt,https://github.com/saltstack/salt/issues/50536,saltstack_salt_issues_50536,"ini.options_present separator add extra whitespaces (and pkgrepo is not viable to manage yum)

Hi, When using ini.options_present with a defined separator, salt add extra whitespace around the separator. If I apply this code, all the parameters of the file are converted from `key=value` to `key = value` Also I do this because, it is not possible with pkgrepo to only disable an existant repo, you have to set all the parameters and you can't manage a yum repo configuration file with multiple entries (one file, one entry); so when the centos-release package is updated all the entries are recreated; so the only way I've found to have something not dirty when using a local YUM mirror, is to disable all the default repository and to manage each entry of the local mirror via pkgrepo. ",Do you know if this was working previously? and if so what version?,"I don't know, I've found some old issue that seems to be fixed #31210 because #38996 and #33669 was linked to this one"
