issueid,post,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,correct_question
pallets_flask_issues_1524,"error in user_timeline
I'm getting the following error: Traceback (most recent call last): File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1836, in **call** return self.wsgi_app(environ, start_response) File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1820, in wsgi_app response = self.make_response(self.handle_exception(e)) File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1403, in handle_exception reraise(exc_type, exc_value, tb) File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1817, in wsgi_app response = self.full_dispatch_request() File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1477, in full_dispatch_request rv = self.handle_user_exception(e) File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1381, in handle_user_exception reraise(exc_type, exc_value, tb) File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1475, in full_dispatch_request rv = self.dispatch_request() File ""/usr/local/lib/python2.7/dist-packages/flask/app.py"", line 1461, in dispatch_request return self.view_functions[rule.endpoint](**req.view_args) File ""flask/examples/minitwit/minitwit.py"", line 122, in user_timeline [username], one=True) TypeError: string indices must be integers, not unicode",Does that resolve the issue?,Could you install that and try again?,Did you follow step 3 in django-imperavi's installation instructions? https://github.com/vasyabigi/django-imperavi,can you share a sanitized version of your state: `common.syslog` so i can try to replicate this?,Wh of the cli are producing this?,"Which python version are you working on? If possible, use the latest.",Can you post your config file and how you're launching mongo-connector? Be sure to remove any sensitive information.,Did you do some changes manually to the repository or this happened purely through Weblate?,What version of rosdep are you running? And what version of rospack? `rosdep --version` `rosversion rospack`,Can you post the offending line/statement?,Can you post the offending line/statement?
symfony_symfony_issues_5206,"Template override for 404 errors
I'm using the master branch for my Symfony2 project and i've found an issue with templates override. I have a custom template located to `app/Resources/TwigBundle/views/Exception/error404.html.twig` for 404 errors.  After some research, I've located the problem to the twig template. If i edit my template and replace it with an empty page, it's working. Once I add an `extends` block, the issue occurs.",What do you mean exactly by `it fails` ? What is happening ?,can you paste your template ?,how does your parent template look like ?,can you paste your template ?,Can you add a link to the doc section of the Jinja documentation about this feature?,Would you mind submitting a PR?,How exactly did you configure the sandbox when you got this exception?,Can you try moving your templates into the `icons/` directory and setting `input: icons/` (string instead of a hash)?,can you paste your FrameworkBundle configuration please ?,Can you post the form/template you are using?,how does your parent template look like ?
lightspark_lightspark_issues_281,"Unable to build on Ubuntu 16.10 Latest code since commit #6dc2efc
I have all of the dependencies installed obviously since I ran apt list --installed | grep ""the various dependencies"" and found them all The error in terminal pastebin.com/0qz8zDVu The error in CMakeError.log pastebin.com/4EqnAtrd",Can you give more information on how zone.js is installed in your project? It's super important that it's loaded via <script> tags as soon as possible.,"Do you really have liblzma (and its associated development package, since IIRC Debian/Ubuntu split them) installed?",Can you try downloading the package from a different mirror? https://mirrors.opensuse.org/,Does inconsolata have the glyphs included? I recall there's a patched inconsolata in the powerline/fonts repo. Also try that.,Can you please share the Cartfile and Cartfile.private for each project involved?,"Did you try with other versions, like io.js 2.5.0?",What are you trying to put into your townboard that's breaking it?,which version are we talking about?,Do you have a code signing certificate installed? 2. Is there anything useful in the xcodebuild output?,Do you want players to use the wilderness?,"Do you really have liblzma (and its associated development package, since IIRC Debian/Ubuntu split them) installed?"
elastic_elasticsearch_issues_9713,"/_cat /_all /_cluster APIs not working after upgrade.
I've just finished upgrading ES from version 1.3.2 to 1.4.3. After restarting the node The /_cat/, /_all/, /_cluster/ APIs have stopped working. Any request sent to those endpoints just hangs there. /_status works fine and the indices look like they are working properly. This is the only ES instance in the cluster. Any ideas? ",Does that make sense?,Do you want to send us a Pull Request ?,Did you set `node.client` to `true` or `node.master` and `node.data` to `false`? I believe this may be related to #16565 .,Did you see https://github.com/blizzhackers/pickits/tree/master/nipcheck About red icons on files ... you are referring to tortoiseSVN colors for changed files?,Can you please upgrade Kong to 1.4.2 as it contains a few important fixes? Which cloud provider are you using?,"When you load up `http://[your domain]/api/v1/data` in your browser, do you see that error mentioned in the doc? http://benkeen.github.io/generatedata/api.html#enable - what do you see?",Can you reproduce the issue? Are there any errors in the logs? I'm looking for something like ConcurrentModificationException (but it may be something else!).,Could you open an issue in RSS river project ?,Can you try 1.3.0.2 if the NPE is still there? I added a fix.,Can you paste the entire stack trace?,Could you open an issue in RSS river project ?
pyrocms_pyrocms_issues_5047,"EnvSet update causes Install Error during migrations
Following error occurs during fresh install.  Issue appears to be introduced by commit : https://github.com/anomalylabs/streams-platform/commit/228a0a2ef7321d7b0748d7bc0590e06eec864a65 Pull that commit and the installer completes as expected.",Why are you specifying an href on the route config? That is designed to override route generation for the nav model.,What's the output of `pg_config --pgxs`? Make sure you have the proper `pg_config` in your path!,Can you please create a pull request with your suggested fix?,did you also update libusbmuxd?,Why are you not using `make install`/`ninja install`/INSTALL project inside VS?,Could you try with `programs.command-not-found.enable = true;` (without the `config.` prefix)? That would seem to be working for me on the same nixpkgs revision.,What is the content of the .env file at this point?,What version of XCode is this? I've been building with v8.3.3 and not seeing any such issues.,Can you share the code that brought the problem to light so we ensure our unit tests cover that case?,Does this happen with one of the stock earth files?,What is the content of the .env file at this point?
WeblateOrg_weblate_issues_1474,"Avoid double button clicking
### Steps to reproduce 1. Hit accept on many suggestions in a row ### Actual behaviour Sometimes after clicking accept, there is an error message saying ""Invalid suggestion"", however the suggestion seems to have been saved as the translated string correctly. Sometimes this happens after 20-30 suggestions, but I've experienced it 3 in a row even! Video showing it live: https://vid.me/ml44 ### Expected behaviour There shouldn't be any error message ### Server configuration * Weblate weblate-2.13.1-353-gab0d7a5 * Python 2.7.12 * Django 1.10.5 * six 1.10.0 * social-auth-core 1.2.0 * social-auth-app-django 1.1.0 * django-appconf 1.0.1 * Translate Toolkit 2.1.0 * Whoosh 2.7.0 * defusedxml 0.4.1 * Git 2.7.4 * Pillow (PIL) 1.1.7 * dateutil 2.4.2 * lxml 3.5.0 * django-crispy-forms 1.6.1 * compressor 2.1.1 * djangorestframework 3.5.3 * pytz 2014.10 * pyuca N/A * pyLibravatar N/A * PyYAML 3.11 * Mercurial 3.7.3 * Database backends: django.db.backends.postgresql_psycopg2",What problem do you have with tmserver?,Couldn't it happen that you've clicked twice on the button?,Does your custom pipeline entries return anything? Does the process work if you comment those two?,do you care to send a PR for that?,What version of python-django-registration do you have installed?,"Could you check what the value of ""response"" is? Also, is this allauth running more or less out of the box, or, are you using HttpImmediateReponse like exceptions etc.?",Could it be your shared allauth app is trying to reference a table in tenant?,"Do you have a directory or file in your own project called ""social""?",Did you do some changes manually to the repository or this happened purely through Weblate?,"Can you please check what has actually changed in the original SQL dump rather than doing some sed magic, which does further corrupt the data?",Couldn't it happen that you've clicked twice on the button?
celery_celery_issues_704,"Error occurred while handling control command: 'InconsistencyError(""Queue list empty or key does not exist: \'_kombu.binding.reply.celeryd.pidbox\'"",)'
I'm getting a lot of these exceptions thrown from Celery/Kombu. Django, Celery, Redis all latest. Is this just a standard Redis error from trying to read an empty table, that should be caught by kombu or celery, and I can ignore it? Error occurred while handling control command: 'InconsistencyError(""Queue list empty or key does not exist: \'_kombu.binding.reply.celeryd.pidbox\'"",)' Stacktrace (most recent call last): File ""celery/worker/consumer.py"", line 402, in on_control self.pidbox_node.handle_message(body, message) File ""kombu/pidbox.py"", line 104, in handle_message return self.dispatch_from_message(body) File ""kombu/pidbox.py"", line 76, in dispatch_from_message return self.dispatch(method, arguments, reply_to) File ""kombu/pidbox.py"", line 91, in dispatch routing_key=reply_to[""routing_key""]) File ""kombu/pidbox.py"", line 108, in reply channel=self.channel) File ""kombu/pidbox.py"", line 189, in _publish_reply producer.publish(reply, routing_key=routing_key) File ""kombu/messaging.py"", line 162, in publish return publish(message, routing_key, mandatory, immediate, exchange) File ""kombu/entity.py"", line 214, in publish immediate=immediate) File ""kombu/transport/virtual/**init**.py"", line 429, in basic_publish exchange, routing_key, **kwargs) File ""kombu/transport/virtual/exchange.py"", line 61, in deliver for queue in _lookup(exchange, routing_key): File ""kombu/transport/virtual/**init**.py"", line 510, in _lookup R = self.typeof(exchange).lookup(self.get_table(exchange), File ""kombu/transport/redis.py"", line 293, in get_table self.keyprefix_queue % exchange))",Can you try 'celery inspect registered' command?,Can you post the offending line/statement?,"Where is the Consumer.cancel called from? I thought closing the connection only calls .collect, which should not wait for consumers to be cancelled.",Maybe you could add a print statement to `celery.backends.redis` to see what it writes?,Could you install that and try again?,Which site raises this error?,"Which python version are you working on? If possible, use the latest.",What kombu version are you using?,How do you call the tasks exactly? How is the app loaded at project startup?,Do you happen to know if you're running on the latest stable?,What kombu version are you using?
Studio-42_elFinder_issues_2143,"2.1.27 LocalFileSystem upload error
Hi With new 2.1.27 version i get following result of uploading files (LocalFileSystem driver):  Is it expected behaviour? Did some APIs change?",What vehicle type are you trying to connect to?,How big is this file? And etc. It really greatly depends on hundreds of other stuff. Try using `formidable@canary` and report back please.,Maybe if the .rev file is the last file to upload?,Which connector?,How did you upload the files? How did you download the file? @bantu some more 32 bit fun. Looks like sabredavs content length limitation,What OS are you running?,What driver do you use?,Could you attach the Excel file to this issue?,Which issue? We have a ton of here :wink: Did you install https://github.com/krakjoe/apcu-bc?,Did it work in previous versions? Do you know which version it worked in last?,Which connector?
nexcess_magento-turpentine_issues_90,"Problem with session variables when using Varnish/Turpentine
Hi We have a Magento site where we have installed Varnish Cache 3.1.2 and Turpentine 0.5 Since the install the session variables no longer work which affects a Region setting ($_SESSION['location']) and also the Add to Cart functionality. (See ""Add to my Sales List"" button here http://beta.missyconfidential.com.au/catalog/product/view/id/701/s/10-off-every-product-purchased-from-aria-argan-gold-moroccan-oil/category/16/) Have we not installed the packages correctly or is there a configuration setting we're missing? Thanks Scott.",How many products do you have?,Can you post your Varnish configuration (VCL)? You can get the currently active configuration with this command: `varnishadm vcl.show $(varnishadm vcl.list | grep '^active' | awk '{print $3}')`,"Do you have Magento's FPC enabled, or an extension that works with Magento's FPC system?","what is the proper way to get running? Starting with the default VCL is fine, Varnish just won't cache anything from Magento until Turpentine's VCL is applied.",Can you search for your PHPSESSID cookie to see the value? https://bugs.php.net/bug.php?id=68063,What have you tried so far to debug this?,"What have you tried so far? I think there are some related issues, have you checked the open and closed issues?",Does Your store was upgraded from previous versions to 1.7.5.1? Also PrestaShop is not compatbile with PHP 7.3 yet. Please downgrade to stable 7.2 enviroment. Check this for reference: https://github.com/PrestaShop/PrestaShop/issues/12461,Can you add some more info and context please? Maybe some code will help.,Can you generate a VCL and paste it here?,Can you post your Varnish configuration (VCL)? You can get the currently active configuration with this command: `varnishadm vcl.show $(varnishadm vcl.list | grep '^active' | awk '{print $3}')`
rails_rails_issues_4633,"date_select with both discard_day and include_blank may be broken in 3.2
I have a regression between Rails 3.1 and 3.2 that appears to be introduced by pull request #2086. I have a form with a date_select like this:  In Rails 3.1 that worked fine as the multi-parameter conversion in ActiveRecord automatically added a 1 (one) for each missing parameter. However, Rails 3.2 (with pull request #2086) changed this behaviour to return nil if any of the multi-parameters were missing. That effectively means that it is no longer possible to use the above combination. The date_select will provide a default day-value in a hidden field only if include_blank is false. A possible solution may be to change this behaviour to always add hidden fields with default values regardless of the include_blank parameter as it would simply be discarded now.",Could you create a reproduction script with this template https://github.com/rails/rails/blob/master/guides/bug_report_templates/active_record_gem.rb?,Could you create a reproduction script with this template https://github.com/rails/rails/blob/master/guides/bug_report_templates/active_record_master.rb?,Can you please confirm that everything is working now? Thanks!,Could you provide an example for where you'd need `datetime.time` and not `datetime.datetime`?,Could you try to add a falling test or open a pull request?,Could you create an reproduction script with this template https://github.com/rails/rails/blob/master/guides/bug_report_templates/active_record_master.rb?,Could you clarify what the type of the actual column `date` is?,Do you have the fr.yml locales?,Does this also affect the datepicker?,Maybe a post to Stack Overflow so it shows up in search engines for other people that run into this behavior?,Could you try to add a falling test or open a pull request?
pymc-devs_pymc3_issues_783,"PyMC causes theano to crash
I am trying out a tutorial of Theano, and I notice that pymc3 makes it throw a ValueError. The code below fails. However, if I simply remove the pymc3 import, it runs fine. Example: import pymc3 as pm import theano as th print(pm.**version**) print(th.**version**) a = th.tensor.dscalar() b = th.tensor.dscalar() c = a + b ValueError Traceback (most recent call last) <ipython-input-3-212e6562b218> in <module>() 4 5 # create a simple expression ----> 6 c = a + b /Users/vhaaster/env/pint/lib/python2.7/site-packages/theano/tensor/var.pyc in **add**(self, other) 131 def **add**(self, other): 132 try: --> 133 return theano.tensor.basic.add(self, other) 134 # We should catch the minimum number of exception here. 135 # Otherwise this will convert error when Theano flags /Users/vhaaster/env/pint/lib/python2.7/site-packages/theano/gof/op.pyc in **call**(self, _inputs, *_kwargs) 524 run_perform = False 525 elif config.compute_test_value == 'raise': --> 526 raise ValueError('Cannot compute test value: input %i (%s) of Op %s missing default value' % (i, ins, node)) 527 elif config.compute_test_value == 'ignore': 528 # silently skip test ValueError: Cannot compute test value: input 0 (<TensorType(float64, scalar)>) of Op Elemwise{add,no_inplace}(<TensorType(float64, scalar)>, <TensorType(float64, scalar)>) missing default value","How recent is the build that you are using? Some errors will be stochastic, particularly those having to do with testing the distributions, but they should not occur regularly.",Can you confirm which backend you are using for plotting? Can you display a generic Matplotlib plot for instance?,Can you post a `pip freeze` ?,Maybe you could add a print statement to `celery.backends.redis` to see what it writes?,Can you try building from the current 2.3 branch?,Did you try `git bisect`'ing it?,"How many directions of measurement do you have? Any chance you could share a minimal data-set with me, so that I can debug?",Would you be interested in making a pull request to fix this?,Does that resolve the issue?,"What process is producing the ""##$LOCSHFT= False"" line? This line is not present in the test data.",Would you be interested in making a pull request to fix this?
tgstation_tgstation_issues_1323,"spontaneous topic failures on machines
phillip the machines stopped responding to button clicks to perform the action that the button does it completely makes machines useless 1.spawn chemaster or circuit machine 2.??? this is the spontaneous part 3.bring up the popup and try to interact with it 4.fail I think its related to topic. However, both machines do use the old type of pop up instead of newer black popups.",Could you take a look at this and let me know if this is a CloudShell related issue or a DevTest Lab one?,Did it stop completly? There was power? It didn't answer to any clicks ever? What buttons were you using? Did the buttons worked before engaging the issue?,Maybe you have wrong line in sources.list file? Can you post the content of it?,Could you make sure that you are modifying the correct ini file? cf. http://gethue.com/how-to-configure-hue-in-your-hadoop-cluster/,Would this suite your needs?,Can you please attach the `--debug` output of this?,Does this look like what you are seeing?,"Did you have any connections open, how many files are represented by your workspace? Trying to see if I can narrow down what aspect of it may have gone haywire.",Did you figure out a way to get the size?,What operating system you have on your GLPI server?,Did it stop completly? There was power? It didn't answer to any clicks ever? What buttons were you using? Did the buttons worked before engaging the issue?
guard_guard-rspec_issues_49,"rails 3.1 guard-rspec is not seeing changes
MAC OSX, ruby 1.9.2 rails 3.1. When I run guard and make a change to say a user model with a test it does not seem to see the change I made to make the test pass. If I quit guard and run ""rake spec"" it runs correctly and sees my changes.",What's the error you get? There is no reason for an exception to be thrown when `onAuthenticationSuccess()` returns null https://github.com/symfony/symfony/blob/master/src/Symfony/Component/Security/Guard/GuardAuthenticatorHandler.php#L68,Do you think you can provide a fresh repo with a rails app with a reproduction case? Cheers,What is thinking @guard/core-team?,Could you try with the just released version 2.5.1 ?,What editor do you use? which version of guard?,How do you usually run `rspec` on Windows?,Maybe an option to exclude some files (your marshalled db data) on listener (https://github.com/guard/guard/blob/master/lib/guard/listener.rb#L84) would fix this issue for you?,Can you give your Gemfile / Guardfile contents?,Did you follow the [upgrade guide](https://www.relishapp.com/rspec/rspec-rails/v/3-1/docs/upgrade)? It looks like you are running into the [file type inference disabled by default](https://www.relishapp.com/rspec/rspec-rails/v/3-1/docs/upgrade#file-type-inference-disabled) part.,Can you please confirm this is correct?,Can you give your Gemfile / Guardfile contents?
servo_servo_issues_9060,"Tidy should read files in a better way...
Currently, our tidy gets the contents of all files using `file.read()` function, and we have 8 functions to which the contents are passed, out of which 5 functions apply `splitlines` to slice the contents. This is bad, because we're traversing through the string multiple times _unnecessarily_ for achieving that. As an alternative, we can make use of the `file.readlines` (awesomesauce!) to pass the list of lines to the functions directly. Three of those functions require the entire contents, for which we could join the list of lines. This won't be expensive since there aren't much webidl, lock & py files in the repo. Code: `python/tidy.py`",What do you think?,"What is your Fortran compiler, probably not gfortran? What the complex return ABI is, depends on the compiler.",Does that help?,How do you run your tests and what fails while doing so? You should have your local virtualenv enabled and then run `./runtests.sh` from the root of the checkout.,What is the difference between this and `gradle -t` ?,Do you want to make a project that provides these translations for more languages?,Do you mean b.isNull = (*Bast).IsNull ? It works. https://play.golang.org/p/Rgoc5zMezdb,Would you like me to submit the [patch](https://github.com/servo/servo/compare/master...dsprenkels:issue-9060?expand=1#diff-bd72e3b03cbd2b983d260b9425f80d46)?,Could you send a list of functions you'd like to see added to `win_file.py`?,What are your thoughts on this? Or did you have something else in mind that I'm missing?,Would you like me to submit the [patch](https://github.com/servo/servo/compare/master...dsprenkels:issue-9060?expand=1#diff-bd72e3b03cbd2b983d260b9425f80d46)?
hapijs_yar_issues_144,"Assign data in onPreResponse lifecycle extension with takeover
<!-- ⚠️ ⚠️ ⚠️ ⚠️ ⚠️ ⚠️ You must complete this entire issue template to receive support. You MUST NOT remove, change, or replace the template with your own format. A missing or incomplete report will cause your issue to be closed without comment. Please respect the time and experience that went into this template. It is here for a reason. Thank you! ⚠️ ⚠️ ⚠️ ⚠️ ⚠️ ⚠️ --> #### Support plan <!-- We are here to help! You do not need to pay to receive support. Free community based support is, by its nature, limited to available community members able to help. Most community support issues are resolved within 2 weeks. Before submitting an issue, please review the various support plans available at https://hapi.dev/support/. That page includes useful information about faster and free channels to ask questions, as well as priority support options to meet you needs. --> * *which support plan is this issue covered by?* (e.g. Community, Core, Plus, or Enterprise): **Community** * *is this issue currently blocking your project?* (yes/no): **no** * *is this issue affecting a production system?* (yes/no): **yes** #### Context * *node version*: **12.14.0** * *module version*: **yar@9.1.0, hapi@18.1.0** * *environment* (e.g. node, browser, native): **node** * *used with* (e.g. hapi application, another framework, standalone, ...): **hapi application** * *any other relevant information*: **n/a** #### How can we help? <!-- Describe your question in detail, including what you have already tried, or any configuration, schemas, code samples, or inputs needed. Make sure to wrap all code examples in backticks so that they display correctly. Before submitting an issue, make sure to click on the Preview tab above to verify everything is formatted correctly. --> Hi! I'm fairly new to yar and hapi, but let me do my best to explain what I'm trying to accomplish: - My Hapi server is making calls to another API service, and I use keepAlive agent on these calls, but the challenge we are facing now is every once in a while the service closes the connection and responds with ECONNRESET error. - So our 'band-aid' solution for now is to detect these ECONNRESET errors, redirect to homepage, and show a simple alert. - What I was hoping to do is to (a) detect the ECONNRESET response on the onPreResponse lifecycle, (b) set an alert message in session, and (c) change the response to a redirect to homepage. Here's the snippet:  - Then, I was going to retrieve the alert message from session in one of my homepage route pre-handlers, and save the alert into an app state object that gets sent to the front-end to display the alert.  But for some reason, the alerts in session did not persist from onPreResponse to the homepage pre-handler, i.e., request.yar.get('alerts') === null in the pre-handler. Is there something about onPreResponse lifecycle that doesn't allow me to save data into session? Any help is greatly appreciated. Below are my yar options. I tried to distill the code snippets to just the relevant parts, but let me know if I can provide any further info that might help.  Many thanks!","What is happening first, yar registration or your custom onPreResponse ext setup?",Can you please provide the italian translation for this string? I could fix it for you like really quick then :),Do you have any special triggers? regards,Did you checked the data is set in service by adding console.log in service??,How is this not an issue for the https://github.com/B2MSolutions/joi-extension-string-validFromRefs repo?,"What device was used to repro? Any extra information to help us repro would be great. Thanks, Appboy Android Team",What does everyone else think?,What does the network request for https://angular.io/api-api-list-module-ngfactory.4ade242c5de7a2aa85d8.js look like? E.g. what is the response (as shown in the DevTools Network tab)?,What version of node are you using? And have you used yarn to install dependencies?,Can you update your code in the initial comment?,"What is happening first, yar registration or your custom onPreResponse ext setup?"
darold_ora2pg_issues_369,"Slow Oracle response time
I am doing a simple export of SCOTT schema tables from oracle using ora2pg, and it spends a lot of time, about 10-15 minutes at the step below (**Retrieving table information...**). Any idea what is the holdup?  Upon further investigation, it is hanging on this statement (note: end is truncated) `SELECT CONSTRAINT_NAME,R_CONSTRAINT_NAME,SEARCH_CONDITION,DELETE_RULE,DEFERRABLE,DEFERRED,R_OWNER,TABLE_NAME,OWNER,VALIDATED FROM DBA_CONSTRAINTS WHERE CONSTRAINT_TYPE='C' AND OWNER = 'SCOTT' AND ( NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^USLOG\$_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^MLOG\$_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^RUPD\$_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^MDXT_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^MDRT_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^MDRS_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^DR\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^CLI_SWP\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^LOGMNR\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^REPCAT\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^JAVA\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^AQ\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^BIN\$.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^SDO_GR_.*$') AND NOT REGEXP_LIKE(UPPER(TABLE_NAME),'^.*\$JAVA\$.*$') AN`",Do you know if it is possible to use at least `DESC BLANK_LOG4RSA@DL_BLANK_RSA`?,do you want support for gre tunnels like https://www.linickx.com/gre-example-for-centosrhel? because that requires also some schema changes,Can you provide some more information on this? How are table prefixes and suffixes handled there?,What do you guys think?,"Could you please provide the file and line number of what you refer by ""Table schematics are stored using a `mb_strtolower`ed table name in `PMA_DatabaseInterface::$_table_cache`""?",Can you confirm this last affirmation?,"Can you check `engine.has_table('foobar')`? (instead of the `pd.io.sql.has_table('foobar', engine)` which gave a false False).",Did you specify `compile 'org.liquibase:liquibase-core:3.5.3'` in your build.gradle?,Does copying the regexes across multiple goroutines help ? https://golang.org/pkg/regexp/#Regexp.Copy,What is your Oracle database version and are you using latest development code from github?,Can you confirm this last affirmation?
jsdom_jsdom_issues_982,"Hiding an element using jQuery does not respect :visible selector
I am trying to hide an element using jQuery, and then want to be able to check it is not visible using the ':visible' selector, but it does not see to work. Is this a bug? Here is my test: ",Could this be an AngularJS limitation?,However if the plugin is jquery compatible perhaps it handles the de-registering task itself already?,Can you provide a minimal application /code sample that reproduces this issue?,What version of jQuery are you using?,Can you just do a patch to that effect inside Marionette? We haven't received any other requests for this so it seems to be rare.,Can you create a minimal example which demonstrates the issue?,Do you have an example of the markup? Are _any_ of the siblings inputs or other elements that have both value properties and attributes?,What is the use case for assigning a `this` value?,How does it relate to Leaflet?,what happens if you set the $filterSelector property in GridView for stricter matching on the filters?,What version of jQuery are you using?
TrinityCore_TrinityCore_issues_2346,"Barim Spilthoof shows only vendor list
I you talk to him he shows up his vendor list. His Gossip_menu is not shown atm. But he shall be a leatherworking trainer too. (npc_flag is 209) TDB 335.11.41",Maybe DX8?,Which Windows version are you using?,Can you check if disabling the profiling panel solves the issue?,Do you have any concerns regarding implementation that we can address?,How did you get that one?,Would you be willing to bisect the issue to find the first bad commit?,Did you apply it? It works fine for me after applying that.,"Would you mind to do this to gather more information? Cheers, Franco",does he will execute some emote events after the quest? something like drinking emote? do you know the exact timer for each sentence?,Which ShopBot npc(s)?,Did you apply it? It works fine for me after applying that.
rovo89_Xposed_issues_211,"Extremely long boot times and slow phone with Xposed installed
My boot times would usually be around 40 seconds, but with Xposed it takes around 15 minutes and everything is extremely slow to load. Scrolling is also stuttery and the phone gets very hot. The phone im using is a Samsung Galaxy A7 (A700-FD) on CM13. I dont have any modules installed yet, so modules should not be the issue. Is it a compatibility issue? I really want Xposed on my phone. Im using the latest version of the Xposed framework. When using liveboot after Xposed is installed there are a lot of I/thermal engine( 392): Mitigation:CLUSTER[1]: $$$$$$$ khz ($ stands for numbers) lines when booting up and they keep going on and on and on.",Could you please post a logcat of the boot loop instead?,"How did you referenced the JavaScript code? I think PhoneGap Build needs <script src=""js/plugins/AppAvailability.js""></script> below <script src=""phonegap.js""></script>. You can find more information [here](https://build.phonegap.com/docs/plugins-using).",Can you try to get the logcat earlier (shortly after powering on the device)?,Could you let us know if the problem persists with Java 8?,What is the name of the 13th directory? How many subdirectories does it hold? How much it weights? Thanks for your help.,"Can you provide a dmesg log of HoRNDIS detecting it? Additionally, can you provide an 'ifconfig -a' before and after connecting the device?",Can you please upload /system/priv-app/Mms/arm64/Mms.odex?,What phone is this? And did this just start being a problem on the last update?,What Xposed version are you using? It's a custom one? What Android version? Is this caused by some module? Have you tried to disable all modules? Full Xposed log?,"Can you please post a full log? https://github.com/rovo89/XposedBridge/wiki/Bugs The line you mentions seems to fit to ""the phone gets very hot"", but it's not related to Xposed.","Can you please post a full log? https://github.com/rovo89/XposedBridge/wiki/Bugs The line you mentions seems to fit to ""the phone gets very hot"", but it's not related to Xposed."
ybainier_Hypodermic_issues_20,"Type dependencies
Hello there, Thanks for the very cool project. Question 1: I've been using the version you've published in the past, using the INJECT macro in order to declare dependencies of a type. So for example:  in this example, i need to be familiar only with the IDriver interface. I see that you changed this implementation and now the above should look something like this:  right? But now it seems like i need to be familiar with both IDriver and Driver Am i missing something? Question 2: Does the new version compiles faster comparing to the previous release? Thanks alot, Amit",Can you show me the ctor of your class? (Is it public?),Can you try to upgrade to the newest version and see if any bug is solved? There have been some bug fixes in the last couple of days.,What do you think? This is a new API so I'm interested in feedback! (I'm always interested in feedback!) ~Lincoln,Could you explain that again?,What are you trying to do that requires the experimental GL drivers exactly?,Can you test with Go1.10? A beta will probably be cut today or tomorrow. Or test from Go master? I really don't know why or how that could happen intermittently.,Could you clarify why it might make it harder to track down?,Can you show your server config object (especially any custom `algorithms` being set)?,Could you please create a patch based on linux-next (mainline) with your changes and send it to linux-rpi-kernel@lists.infradead.org ?,Could you push that code to a completely separate repo that builds on its own?,Can you show me the ctor of your class? (Is it public?)
